Epi_date_V3,Year,Cases,7-Day Average,Cumulative Cases,AsOf
12/22/2022,2022,9.0,10.285714149475100,30037.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
12/23/2022,2022,8.0,9.285714149475100,30045.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
12/24/2022,2022,6.0,8.857142448425290,30051.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
12/25/2022,2022,8.0,8.714285850524900,30059.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
12/26/2022,2022,7.0,7.4285712242126500,30066.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
12/27/2022,2022,4.0,6.285714149475100,30070.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
12/28/2022,2022,6.0,6.857142925262450,30076.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
12/29/2022,2022,3.0,6.0,30079.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
12/30/2022,2022,5.0,5.5714287757873500,30084.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
12/31/2022,2022,4.0,5.285714149475100,30088.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
01/01/2023,2023,12.0,5.857142925262450,30100.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
01/02/2023,2023,4.0,5.4285712242126500,30104.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
01/03/2023,2023,9.0,6.142857074737550,30113.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
01/04/2023,2023,3.0,5.714285850524900,30116.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
01/05/2023,2023,6.0,6.142857074737550,30122.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
01/06/2023,2023,6.0,6.285714149475100,30128.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
01/07/2023,2023,7.0,6.714285850524900,30135.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
01/08/2023,2023,8.0,6.142857074737550,30143.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
01/09/2023,2023,7.0,6.5714287757873500,30150.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
01/10/2023,2023,10.0,6.714285850524900,30160.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
01/11/2023,2023,6.0,7.142857074737550,30166.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
01/12/2023,2023,6.0,7.142857074737550,30172.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
01/13/2023,2023,6.0,7.142857074737550,30178.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
01/14/2023,2023,6.0,7.0,30184.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
01/15/2023,2023,8.0,7.0,30192.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
01/16/2023,2023,4.0,6.5714287757873500,30196.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
01/17/2023,2023,2.0,5.4285712242126500,30198.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
01/18/2023,2023,5.0,5.285714149475100,30203.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
01/19/2023,2023,2.0,4.714285850524900,30205.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
01/20/2023,2023,11.0,5.4285712242126500,30216.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
01/21/2023,2023,5.0,5.285714149475100,30221.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
01/22/2023,2023,4.0,4.714285850524900,30225.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
01/23/2023,2023,3.0,4.5714287757873500,30228.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
01/24/2023,2023,5.0,5.0,30233.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
01/25/2023,2023,7.0,5.285714149475100,30240.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
01/26/2023,2023,3.0,5.4285712242126500,30243.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
01/27/2023,2023,5.0,4.5714287757873500,30248.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
01/28/2023,2023,4.0,4.4285712242126500,30252.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
01/29/2023,2023,3.0,4.285714149475100,30255.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
01/30/2023,2023,4.0,4.4285712242126500,30259.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
01/31/2023,2023,6.0,4.5714287757873500,30265.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
02/01/2023,2023,3.0,4.0,30268.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
02/02/2023,2023,5.0,4.285714149475100,30273.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
02/03/2023,2023,2.0,3.857142925262450,30275.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
02/04/2023,2023,4.0,3.857142925262450,30279.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
02/05/2023,2023,1.0,3.5714285373687700,30280.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
02/06/2023,2023,1.0,3.142857074737550,30281.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
02/07/2023,2023,3.0,2.7142856121063200,30284.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
02/08/2023,2023,2.0,2.5714285373687700,30286.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
02/09/2023,2023,2.0,2.142857074737550,30288.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
02/10/2023,2023,4.0,2.4285714626312300,30292.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
02/11/2023,2023,1.0,2.0,30293.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
02/12/2023,2023,2.0,2.142857074737550,30295.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
02/13/2023,2023,1.0,2.142857074737550,30296.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
02/14/2023,2023,2.0,2.0,30298.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
02/15/2023,2023,2.0,2.0,30300.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
02/16/2023,2023,3.0,2.142857074737550,30303.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
02/17/2023,2023,3.0,2.0,30306.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
02/18/2023,2023,4.0,2.4285714626312300,30310.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
02/19/2023,2023,1.0,2.2857143878936800,30311.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
02/20/2023,2023,3.0,2.5714285373687700,30314.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
02/21/2023,2023,0.0,2.2857143878936800,30314.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
02/22/2023,2023,2.0,2.2857143878936800,30316.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
02/23/2023,2023,2.0,2.142857074737550,30318.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
02/24/2023,2023,3.0,2.142857074737550,30321.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
02/25/2023,2023,1.0,1.7142857313156100,30322.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
02/26/2023,2023,4.0,2.142857074737550,30326.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
02/27/2023,2023,3.0,2.142857074737550,30329.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
02/28/2023,2023,6.0,3.0,30335.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
03/01/2023,2023,2.0,3.0,30337.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
03/02/2023,2023,1.0,2.857142925262450,30338.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
03/03/2023,2023,0.0,2.4285714626312300,30338.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
03/04/2023,2023,7.0,3.2857143878936800,30345.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
03/05/2023,2023,2.0,3.0,30347.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
03/06/2023,2023,0.0,2.5714285373687700,30347.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
03/07/2023,2023,1.0,1.8571428060531600,30348.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
03/08/2023,2023,2.0,1.8571428060531600,30350.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
03/09/2023,2023,2.0,2.0,30352.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
03/10/2023,2023,3.0,2.4285714626312300,30355.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
03/11/2023,2023,3.0,1.8571428060531600,30358.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
03/12/2023,2023,0.0,1.5714285373687700,30358.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
03/13/2023,2023,5.0,2.2857143878936800,30363.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
03/14/2023,2023,2.0,2.4285714626312300,30365.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
03/15/2023,2023,0.0,2.142857074737550,30365.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
03/16/2023,2023,2.0,2.142857074737550,30367.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
03/17/2023,2023,2.0,2.0,30369.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
03/18/2023,2023,1.0,1.7142857313156100,30370.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
03/19/2023,2023,1.0,1.8571428060531600,30371.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
03/20/2023,2023,1.0,1.2857142686843900,30372.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
03/21/2023,2023,2.0,1.2857142686843900,30374.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
03/22/2023,2023,0.0,1.2857142686843900,30374.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
03/23/2023,2023,2.0,1.2857142686843900,30376.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
03/24/2023,2023,3.0,1.4285714626312300,30379.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
03/25/2023,2023,1.0,1.4285714626312300,30380.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
03/26/2023,2023,2.0,1.5714285373687700,30382.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
03/27/2023,2023,3.0,1.8571428060531600,30385.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
03/28/2023,2023,0.0,1.5714285373687700,30385.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
03/29/2023,2023,2.0,1.8571428060531600,30387.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
03/30/2023,2023,3.0,2.0,30390.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
03/31/2023,2023,2.0,1.8571428060531600,30392.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
04/01/2023,2023,2.0,2.0,30394.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
04/02/2023,2023,0.0,1.7142857313156100,30394.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
04/03/2023,2023,3.0,1.7142857313156100,30397.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
04/04/2023,2023,0.0,1.7142857313156100,30397.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
04/05/2023,2023,3.0,1.8571428060531600,30400.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
04/06/2023,2023,1.0,1.5714285373687700,30401.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
04/07/2023,2023,0.0,1.2857142686843900,30401.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
04/08/2023,2023,0.0,1.0,30401.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
04/09/2023,2023,0.0,1.0,30401.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
04/10/2023,2023,0.0,0.5714285969734190,30401.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
04/11/2023,2023,0.0,0.5714285969734190,30401.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
04/12/2023,2023,3.0,0.5714285969734190,30404.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
04/13/2023,2023,2.0,0.7142857313156130,30406.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
04/14/2023,2023,2.0,1.0,30408.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
04/15/2023,2023,3.0,1.4285714626312300,30411.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
04/16/2023,2023,3.0,1.8571428060531600,30414.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
04/17/2023,2023,1.0,2.0,30415.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
04/18/2023,2023,5.0,2.7142856121063200,30420.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
04/19/2023,2023,2.0,2.5714285373687700,30422.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
04/20/2023,2023,4.0,2.857142925262450,30426.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
04/21/2023,2023,2.0,2.857142925262450,30428.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
04/22/2023,2023,0.0,2.4285714626312300,30428.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
04/23/2023,2023,3.0,2.4285714626312300,30431.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
04/24/2023,2023,1.0,2.4285714626312300,30432.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
04/25/2023,2023,1.0,1.8571428060531600,30433.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
04/26/2023,2023,0.0,1.5714285373687700,30433.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
04/27/2023,2023,1.0,1.1428571939468400,30434.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
04/28/2023,2023,1.0,1.0,30435.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
04/29/2023,2023,2.0,1.2857142686843900,30437.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
04/30/2023,2023,1.0,1.0,30438.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
05/01/2023,2023,7.0,1.8571428060531600,30445.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
05/02/2023,2023,2.0,2.0,30447.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
05/03/2023,2023,5.0,2.7142856121063200,30452.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
05/04/2023,2023,5.0,3.2857143878936800,30457.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
05/05/2023,2023,2.0,3.4285714626312300,30459.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
05/06/2023,2023,2.0,3.4285714626312300,30461.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
05/07/2023,2023,4.0,3.857142925262450,30465.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
05/08/2023,2023,1.0,3.0,30466.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
05/09/2023,2023,4.0,3.2857143878936800,30470.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
05/10/2023,2023,1.0,2.7142856121063200,30471.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
05/11/2023,2023,3.0,2.4285714626312300,30474.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
05/12/2023,2023,0.0,2.142857074737550,30474.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
05/13/2023,2023,6.0,2.7142856121063200,30480.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
05/14/2023,2023,1.0,2.2857143878936800,30481.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
05/15/2023,2023,6.0,3.0,30487.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
05/16/2023,2023,3.0,2.857142925262450,30490.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
05/17/2023,2023,2.0,3.0,30492.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
05/18/2023,2023,4.0,3.142857074737550,30496.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
05/19/2023,2023,2.0,3.4285714626312300,30498.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
05/20/2023,2023,2.0,2.857142925262450,30500.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
05/21/2023,2023,0.0,2.7142856121063200,30500.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
05/22/2023,2023,3.0,2.2857143878936800,30503.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
05/23/2023,2023,2.0,2.142857074737550,30505.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
05/24/2023,2023,5.0,2.5714285373687700,30510.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
05/25/2023,2023,4.0,2.5714285373687700,30514.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
05/26/2023,2023,4.0,2.857142925262450,30518.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
05/27/2023,2023,3.0,3.0,30521.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
05/28/2023,2023,6.0,3.857142925262450,30527.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
05/29/2023,2023,2.0,3.7142856121063200,30529.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
05/30/2023,2023,2.0,3.7142856121063200,30531.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
05/31/2023,2023,1.0,3.142857074737550,30532.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
06/01/2023,2023,2.0,2.857142925262450,30534.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
06/02/2023,2023,5.0,3.0,30539.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
06/03/2023,2023,2.0,2.857142925262450,30541.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
06/04/2023,2023,4.0,2.5714285373687700,30545.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
06/05/2023,2023,5.0,3.0,30550.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
06/06/2023,2023,4.0,3.2857143878936800,30554.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
06/07/2023,2023,2.0,3.4285714626312300,30556.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
06/08/2023,2023,3.0,3.5714285373687700,30559.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
06/09/2023,2023,4.0,3.4285714626312300,30563.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
06/10/2023,2023,3.0,3.5714285373687700,30566.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
06/11/2023,2023,4.0,3.5714285373687700,30570.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
06/12/2023,2023,2.0,3.142857074737550,30572.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
06/13/2023,2023,6.0,3.4285714626312300,30578.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
06/14/2023,2023,5.0,3.857142925262450,30583.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
06/15/2023,2023,3.0,3.857142925262450,30586.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
06/16/2023,2023,6.0,4.142857074737550,30592.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
06/17/2023,2023,3.0,4.142857074737550,30595.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
06/18/2023,2023,6.0,4.4285712242126500,30601.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
06/19/2023,2023,6.0,5.0,30607.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
06/20/2023,2023,3.0,4.5714287757873500,30610.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
06/21/2023,2023,4.0,4.4285712242126500,30614.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
06/22/2023,2023,3.0,4.4285712242126500,30617.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
06/23/2023,2023,3.0,4.0,30620.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
06/24/2023,2023,1.0,3.7142856121063200,30621.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
06/25/2023,2023,4.0,3.4285714626312300,30625.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
06/26/2023,2023,4.0,3.142857074737550,30629.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
06/27/2023,2023,5.0,3.4285714626312300,30634.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
06/28/2023,2023,6.0,3.7142856121063200,30640.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
06/29/2023,2023,5.0,4.0,30645.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
06/30/2023,2023,3.0,4.0,30648.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
07/01/2023,2023,2.0,4.142857074737550,30650.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
07/02/2023,2023,5.0,4.285714149475100,30655.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
07/03/2023,2023,4.0,4.285714149475100,30659.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
07/04/2023,2023,3.0,4.0,30662.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
07/05/2023,2023,3.0,3.5714285373687700,30665.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
07/06/2023,2023,6.0,3.7142856121063200,30671.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
07/07/2023,2023,7.0,4.285714149475100,30678.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
07/08/2023,2023,5.0,4.714285850524900,30683.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
07/09/2023,2023,4.0,4.5714287757873500,30687.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
07/10/2023,2023,7.0,5.0,30694.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
07/11/2023,2023,5.0,5.285714149475100,30699.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
07/12/2023,2023,4.0,5.4285712242126500,30703.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
07/13/2023,2023,3.0,5.0,30706.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
07/14/2023,2023,6.0,4.857142925262450,30712.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
07/15/2023,2023,6.0,5.0,30718.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
07/16/2023,2023,2.0,4.714285850524900,30720.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
07/17/2023,2023,2.0,4.0,30722.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
07/18/2023,2023,4.0,3.857142925262450,30726.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
07/19/2023,2023,9.0,4.5714287757873500,30735.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
07/20/2023,2023,2.0,4.4285712242126500,30737.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
07/21/2023,2023,0.0,3.5714285373687700,30737.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
07/22/2023,2023,2.0,3.0,30739.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
07/23/2023,2023,1.0,2.857142925262450,30740.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
07/24/2023,2023,5.0,3.2857143878936800,30745.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
07/25/2023,2023,6.0,3.5714285373687700,30751.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
07/26/2023,2023,4.0,2.857142925262450,30755.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
07/27/2023,2023,4.0,3.142857074737550,30759.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
07/28/2023,2023,2.0,3.4285714626312300,30761.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
07/29/2023,2023,1.0,3.2857143878936800,30762.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
07/30/2023,2023,2.0,3.4285714626312300,30764.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
07/31/2023,2023,6.0,3.5714285373687700,30770.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
08/01/2023,2023,5.0,3.4285714626312300,30775.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
08/02/2023,2023,6.0,3.7142856121063200,30781.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
08/03/2023,2023,3.0,3.5714285373687700,30784.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
08/04/2023,2023,5.0,4.0,30789.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
08/05/2023,2023,2.0,4.142857074737550,30791.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
08/06/2023,2023,2.0,4.142857074737550,30793.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
