Epi_date_V3,Year,Cases,7-Day Average,Cumulative Cases,AsOf
08/07/2023,2023,4.0,3.857142925262450,30797.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
08/08/2023,2023,5.0,3.857142925262450,30802.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
08/09/2023,2023,5.0,3.7142856121063200,30807.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
08/10/2023,2023,2.0,3.5714285373687700,30809.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
08/11/2023,2023,3.0,3.2857143878936800,30812.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
08/12/2023,2023,3.0,3.4285714626312300,30815.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
08/13/2023,2023,4.0,3.7142856121063200,30819.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
08/14/2023,2023,3.0,3.5714285373687700,30822.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
08/15/2023,2023,5.0,3.5714285373687700,30827.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
08/16/2023,2023,6.0,3.7142856121063200,30833.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
08/17/2023,2023,1.0,3.5714285373687700,30834.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
08/18/2023,2023,3.0,3.5714285373687700,30837.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
08/19/2023,2023,1.0,3.2857143878936800,30838.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
08/20/2023,2023,0.0,2.7142856121063200,30838.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
08/21/2023,2023,4.0,2.857142925262450,30842.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
08/22/2023,2023,3.0,2.5714285373687700,30845.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
08/23/2023,2023,6.0,2.5714285373687700,30851.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
08/24/2023,2023,5.0,3.142857074737550,30856.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
08/25/2023,2023,3.0,3.142857074737550,30859.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
08/26/2023,2023,0.0,3.0,30859.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
08/27/2023,2023,3.0,3.4285714626312300,30862.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
08/28/2023,2023,2.0,3.142857074737550,30864.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
08/29/2023,2023,4.0,3.2857143878936800,30868.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
08/30/2023,2023,2.0,2.7142856121063200,30870.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
08/31/2023,2023,1.0,2.142857074737550,30871.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
09/01/2023,2023,2.0,2.0,30873.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
09/02/2023,2023,1.0,2.142857074737550,30874.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
09/03/2023,2023,2.0,2.0,30876.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
09/04/2023,2023,4.0,2.2857143878936800,30880.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
09/05/2023,2023,5.0,2.4285714626312300,30885.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
09/06/2023,2023,4.0,2.7142856121063200,30889.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
09/07/2023,2023,0.0,2.5714285373687700,30889.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
09/08/2023,2023,4.0,2.857142925262450,30893.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
09/09/2023,2023,6.0,3.5714285373687700,30899.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
09/10/2023,2023,8.0,4.4285712242126500,30907.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
09/11/2023,2023,3.0,4.285714149475100,30910.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
09/12/2023,2023,7.0,4.5714287757873500,30917.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
09/13/2023,2023,2.0,4.285714149475100,30919.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
09/14/2023,2023,4.0,4.857142925262450,30923.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
09/15/2023,2023,9.0,5.5714287757873500,30932.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
09/16/2023,2023,3.0,5.142857074737550,30935.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
09/17/2023,2023,3.0,4.4285712242126500,30938.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
09/18/2023,2023,7.0,5.0,30945.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
09/19/2023,2023,5.0,4.714285850524900,30950.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
09/20/2023,2023,5.0,5.142857074737550,30955.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
09/21/2023,2023,6.0,5.4285712242126500,30961.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
09/22/2023,2023,7.0,5.142857074737550,30968.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
09/23/2023,2023,5.0,5.4285712242126500,30973.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
09/24/2023,2023,3.0,5.4285712242126500,30976.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
09/25/2023,2023,6.0,5.285714149475100,30982.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
09/26/2023,2023,6.0,5.4285712242126500,30988.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
09/27/2023,2023,2.0,5.0,30990.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
09/28/2023,2023,8.0,5.285714149475100,30998.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
09/29/2023,2023,4.0,4.857142925262450,31002.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
09/30/2023,2023,5.0,4.857142925262450,31007.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
10/01/2023,2023,4.0,5.0,31011.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
10/02/2023,2023,8.0,5.285714149475100,31019.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
10/03/2023,2023,6.0,5.285714149475100,31025.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
10/04/2023,2023,5.0,5.714285850524900,31030.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
10/05/2023,2023,15.0,6.714285850524900,31045.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
10/06/2023,2023,6.0,7.0,31051.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
10/07/2023,2023,9.0,7.5714287757873500,31060.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
10/08/2023,2023,8.0,8.142857551574710,31068.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
10/09/2023,2023,6.0,7.857142925262450,31074.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
10/10/2023,2023,7.0,8.0,31081.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
10/11/2023,2023,7.0,8.285714149475100,31088.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
10/12/2023,2023,11.0,7.714285850524900,31099.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
10/13/2023,2023,18.0,9.428571701049810,31117.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
10/14/2023,2023,7.0,9.142857551574710,31124.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
10/15/2023,2023,8.0,9.142857551574710,31132.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
10/16/2023,2023,11.0,9.857142448425290,31143.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
10/17/2023,2023,9.0,10.142857551574700,31152.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
10/18/2023,2023,2.0,9.428571701049810,31154.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
10/19/2023,2023,10.0,9.285714149475100,31164.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
10/20/2023,2023,13.0,8.571428298950200,31177.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
10/21/2023,2023,12.0,9.285714149475100,31189.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
10/22/2023,2023,4.0,8.714285850524900,31193.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
10/23/2023,2023,9.0,8.428571701049810,31202.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
10/24/2023,2023,10.0,8.571428298950200,31212.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
10/25/2023,2023,9.0,9.571428298950200,31221.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
10/26/2023,2023,13.0,10.0,31234.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
10/27/2023,2023,11.0,9.714285850524900,31245.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
10/28/2023,2023,5.0,8.714285850524900,31250.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
10/29/2023,2023,8.0,9.285714149475100,31258.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
10/30/2023,2023,9.0,9.285714149475100,31267.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
10/31/2023,2023,6.0,8.714285850524900,31273.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
11/01/2023,2023,8.0,8.571428298950200,31281.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
11/02/2023,2023,5.0,7.4285712242126500,31286.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
11/03/2023,2023,11.0,7.4285712242126500,31297.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
11/04/2023,2023,11.0,8.285714149475100,31308.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
11/05/2023,2023,4.0,7.714285850524900,31312.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
11/06/2023,2023,15.0,8.571428298950200,31327.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
11/07/2023,2023,11.0,9.285714149475100,31338.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
11/08/2023,2023,11.0,9.714285850524900,31349.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
11/09/2023,2023,15.0,11.142857551574700,31364.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
11/10/2023,2023,8.0,10.714285850524900,31372.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
11/11/2023,2023,9.0,10.428571701049800,31381.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
11/12/2023,2023,11.0,11.428571701049800,31392.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
11/13/2023,2023,11.0,10.857142448425300,31403.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
11/14/2023,2023,12.0,11.0,31415.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
11/15/2023,2023,11.0,11.0,31426.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
11/16/2023,2023,11.0,10.428571701049800,31437.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
11/17/2023,2023,8.0,10.428571701049800,31445.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
11/18/2023,2023,8.0,10.285714149475100,31453.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
11/19/2023,2023,7.0,9.714285850524900,31460.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
11/20/2023,2023,9.0,9.428571701049810,31469.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
11/21/2023,2023,12.0,9.428571701049810,31481.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
11/22/2023,2023,13.0,9.714285850524900,31494.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
11/23/2023,2023,6.0,9.0,31500.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
11/24/2023,2023,6.0,8.714285850524900,31506.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
11/25/2023,2023,6.0,8.428571701049810,31512.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
11/26/2023,2023,6.0,8.285714149475100,31518.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
11/27/2023,2023,15.0,9.142857551574710,31533.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
11/28/2023,2023,15.0,9.571428298950200,31548.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
11/29/2023,2023,8.0,8.857142448425290,31556.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
11/30/2023,2023,6.0,8.857142448425290,31562.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
12/01/2023,2023,8.0,9.142857551574710,31570.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
12/02/2023,2023,6.0,9.142857551574710,31576.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
12/03/2023,2023,10.0,9.714285850524900,31586.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
12/04/2023,2023,7.0,8.571428298950200,31593.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
12/05/2023,2023,8.0,7.5714287757873500,31601.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
12/06/2023,2023,9.0,7.714285850524900,31610.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
12/07/2023,2023,15.0,9.0,31625.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
12/08/2023,2023,10.0,9.285714149475100,31635.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
12/09/2023,2023,11.0,10.0,31646.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
12/10/2023,2023,12.0,10.285714149475100,31658.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
12/11/2023,2023,9.0,10.571428298950200,31667.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
12/12/2023,2023,5.0,10.142857551574700,31672.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
12/13/2023,2023,6.0,9.714285850524900,31678.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
12/14/2023,2023,5.0,8.285714149475100,31683.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
12/15/2023,2023,11.0,8.428571701049810,31694.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
12/16/2023,2023,6.0,7.714285850524900,31700.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
12/17/2023,2023,7.0,7.0,31707.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
12/18/2023,2023,13.0,7.5714287757873500,31720.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
12/19/2023,2023,5.0,7.5714287757873500,31725.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
12/20/2023,2023,7.0,7.714285850524900,31732.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
12/21/2023,2023,9.0,8.285714149475100,31741.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
12/22/2023,2023,5.0,7.4285712242126500,31746.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
12/23/2023,2023,14.0,8.571428298950200,31760.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
12/24/2023,2023,7.0,8.571428298950200,31767.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
12/25/2023,2023,9.0,8.0,31776.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
12/26/2023,2023,14.0,9.285714149475100,31790.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
12/27/2023,2023,4.0,8.857142448425290,31794.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
12/28/2023,2023,7.0,8.571428298950200,31801.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
12/29/2023,2023,7.0,8.857142448425290,31808.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
12/30/2023,2023,8.0,8.0,31816.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
12/31/2023,2023,3.0,7.4285712242126500,31819.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
01/01/2024,2024,7.0,7.142857074737550,31826.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
01/02/2024,2024,6.0,6.0,31832.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
01/03/2024,2024,10.0,6.857142925262450,31842.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
01/04/2024,2024,5.0,6.5714287757873500,31847.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
01/05/2024,2024,10.0,7.0,31857.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
01/06/2024,2024,9.0,7.142857074737550,31866.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
01/07/2024,2024,6.0,7.5714287757873500,31872.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
01/08/2024,2024,6.0,7.4285712242126500,31878.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
01/09/2024,2024,5.0,7.285714149475100,31883.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
01/10/2024,2024,13.0,7.714285850524900,31896.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
01/11/2024,2024,4.0,7.5714287757873500,31900.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
01/12/2024,2024,10.0,7.5714287757873500,31910.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
01/13/2024,2024,12.0,8.0,31922.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
01/14/2024,2024,6.0,8.0,31928.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
01/15/2024,2024,10.0,8.571428298950200,31938.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
01/16/2024,2024,14.0,9.857142448425290,31952.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
01/17/2024,2024,11.0,9.571428298950200,31963.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
01/18/2024,2024,9.0,10.285714149475100,31972.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
01/19/2024,2024,11.0,10.428571701049800,31983.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
01/20/2024,2024,10.0,10.142857551574700,31993.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
01/21/2024,2024,4.0,9.857142448425290,31997.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
01/22/2024,2024,11.0,10.0,32008.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
01/23/2024,2024,6.0,8.857142448425290,32014.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
01/24/2024,2024,7.0,8.285714149475100,32021.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
01/25/2024,2024,5.0,7.714285850524900,32026.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
01/26/2024,2024,11.0,7.714285850524900,32037.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
01/27/2024,2024,5.0,7.0,32042.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
01/28/2024,2024,5.0,7.142857074737550,32047.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
01/29/2024,2024,15.0,7.714285850524900,32062.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
01/30/2024,2024,13.0,8.714285850524900,32075.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
01/31/2024,2024,12.0,9.428571701049810,32087.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
02/01/2024,2024,14.0,10.714285850524900,32101.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
02/02/2024,2024,15.0,11.285714149475100,32116.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
02/03/2024,2024,9.0,11.857142448425300,32125.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
02/04/2024,2024,7.0,12.142857551574700,32132.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
02/05/2024,2024,12.0,11.714285850524900,32144.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
02/06/2024,2024,7.0,10.857142448425300,32151.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
02/07/2024,2024,9.0,10.428571701049800,32160.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
02/08/2024,2024,8.0,9.571428298950200,32168.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
02/09/2024,2024,11.0,9.0,32179.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
02/10/2024,2024,6.0,8.571428298950200,32185.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
02/11/2024,2024,10.0,9.0,32195.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
02/12/2024,2024,8.0,8.428571701049810,32203.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
02/13/2024,2024,8.0,8.571428298950200,32211.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
02/14/2024,2024,8.0,8.428571701049810,32219.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
02/15/2024,2024,7.0,8.285714149475100,32226.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
02/16/2024,2024,7.0,7.714285850524900,32233.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
02/17/2024,2024,10.0,8.285714149475100,32243.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
02/18/2024,2024,10.0,8.285714149475100,32253.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
02/19/2024,2024,10.0,8.571428298950200,32263.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
02/20/2024,2024,9.0,8.714285850524900,32272.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
02/21/2024,2024,5.0,8.285714149475100,32277.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
02/22/2024,2024,10.0,8.714285850524900,32287.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
02/23/2024,2024,8.0,8.857142448425290,32295.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
02/24/2024,2024,5.0,8.142857551574710,32300.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
02/25/2024,2024,7.0,7.714285850524900,32307.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
02/26/2024,2024,9.0,7.5714287757873500,32316.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
02/27/2024,2024,10.0,7.714285850524900,32326.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
02/28/2024,2024,13.0,8.857142448425290,32339.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
02/29/2024,2024,10.0,8.857142448425290,32349.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
03/01/2024,2024,18.0,10.285714149475100,32367.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
03/02/2024,2024,7.0,10.571428298950200,32374.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
03/03/2024,2024,10.0,11.0,32384.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
03/04/2024,2024,8.0,10.857142448425300,32392.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
03/05/2024,2024,12.0,11.142857551574700,32404.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
03/06/2024,2024,13.0,11.142857551574700,32417.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
03/07/2024,2024,8.0,10.857142448425300,32425.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
03/08/2024,2024,5.0,9.0,32430.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
03/09/2024,2024,13.0,9.857142448425290,32443.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
03/10/2024,2024,17.0,10.857142448425300,32460.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
03/11/2024,2024,11.0,11.285714149475100,32471.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
03/12/2024,2024,11.0,11.142857551574700,32482.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
03/13/2024,2024,9.0,10.571428298950200,32491.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
03/14/2024,2024,15.0,11.571428298950200,32506.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
03/15/2024,2024,11.0,12.428571701049800,32517.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
03/16/2024,2024,5.0,11.285714149475100,32522.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
03/17/2024,2024,8.0,10.0,32530.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
03/18/2024,2024,15.0,10.571428298950200,32545.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
03/19/2024,2024,3.0,9.428571701049810,32548.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
